id,habilidad
996,sql
996,powerbi
996,machine_learning
997,sql
997,tableau
997,aws
998,sql
998,tableau
999,sql
999,tableau
1000,sql
1000,powerbi
1000,tableau
1000,machine_learning
1001,python
1001,sql
1001,powerbi
1001,tableau
1001,machine_learning
1002,python
1002,sql
1002,excel
1002,machine_learning
1003,python
1003,azure
1004,sql
1004,azure
1004,aws
1005,python
1005,sql
1005,machine_learning
1005,aws
1006,python
1006,sql
1006,machine_learning
1007,python
1007,sql
1007,excel
1007,tableau
1008,python
1008,sql
1008,powerbi
1008,tableau
1009,python
1009,sql
1009,powerbi
1009,r
1010,python
1010,sql
1010,tableau
1010,azure
1010,aws
1011,python
1011,sql
1011,powerbi
1011,excel
1011,tableau
1011,r
1012,excel
1013,powerbi
1013,excel
1014,sql
1014,powerbi
1014,excel
1014,tableau
1015,excel
1015,tableau
1016,python
1016,powerbi
1016,excel
1016,tableau
1017,sql
1017,powerbi
1018,python
1018,sql
1018,powerbi
1018,excel
1018,tableau
1018,azure
1018,aws
1019,python
1019,sql
1019,tableau
1020,excel
1021,python
1021,sql
1021,powerbi
1021,tableau
1022,excel
1023,powerbi
1023,excel
1023,tableau
1024,excel
1025,excel
1026,python
1026,sql
1027,python
1028,r
1029,powerbi
1030,python
1030,sql
1031,sql
1032,powerbi
1033,excel
1034,python
1035,python
1035,powerbi
1036,python
1036,sql
1036,powerbi
1036,tableau
1037,sql
1037,powerbi
1038,machine_learning
1039,python
1039,tableau
1039,r
1039,machine_learning
1040,excel
1041,sql
1042,sql
1042,excel
1043,powerbi
1043,excel
1044,sql
1044,machine_learning
1045,powerbi
1045,excel
1045,tableau
1046,python
1046,sql
1046,tableau
1047,python
1047,sql
1047,powerbi
1047,tableau
1047,azure
1047,machine_learning
1047,aws
1048,tableau
1049,powerbi
1049,tableau
1050,powerbi
1050,tableau
1051,excel
1052,python
1052,powerbi
1052,tableau
1053,excel
1053,tableau
1054,sql
1054,excel
1055,excel
1056,tableau
1057,powerbi
1057,excel
1058,sql
1058,powerbi
1059,python
1059,sql
1059,powerbi
1059,excel
1060,r
1061,machine_learning
1062,sql
1063,powerbi
1064,python
1064,excel
1064,tableau
1065,excel
1066,powerbi
1067,excel
1068,sql
1068,tableau
1069,powerbi
1069,excel
1070,excel
1071,python
1071,sql
1071,tableau
1071,azure
1072,excel
1072,r
1073,python
1073,sql
1073,excel
1074,excel
1075,python
1075,sql
1075,powerbi
1075,tableau
1076,python
1076,sql
1076,powerbi
1076,excel
1076,tableau
1076,machine_learning
1077,sql
1078,excel
1079,excel
1080,sql
1081,powerbi
1082,sql
1083,sql
1083,excel
1084,excel
1084,azure
1085,sql
1085,powerbi
1085,excel
1085,tableau
1086,sql
1087,python
1087,sql
1087,powerbi
1087,tableau
1087,azure
1087,machine_learning
1088,sql
1088,tableau
1089,powerbi
1089,excel
1089,tableau
1090,python
1090,sql
1090,excel
1090,tableau
1090,r
1090,machine_learning
1091,python
1091,sql
1091,tableau
1092,python
1092,sql
1092,tableau
1093,python
1093,sql
1093,tableau
1094,sql
1095,python
1095,sql
1095,powerbi
1095,tableau
1096,sql
1096,powerbi
1096,excel
1097,python
1097,sql
1097,tableau
1098,python
1098,sql
1098,powerbi
1098,excel
1099,python
1099,sql
1100,python
1100,sql
1100,machine_learning
1101,python
1101,sql
1101,machine_learning
1102,sql
1103,python
1104,python
1104,sql
1104,powerbi
1104,excel
1105,python
1105,sql
1105,powerbi
1105,excel
1105,tableau
1106,powerbi
1106,tableau
1107,python
1107,tableau
1107,machine_learning
1107,aws
1108,python
1108,sql
1108,tableau
1108,r
1109,python
1109,sql
1109,machine_learning
1110,sql
1111,excel
1111,tableau
1112,python
1112,r
1113,excel
1114,machine_learning
1115,sql
1116,sql
1116,powerbi
1116,azure
1116,aws
1117,sql
1118,powerbi
1118,tableau
1119,python
1119,sql
1119,azure
1119,aws
1120,sql
1120,excel
1120,tableau
1121,python
1121,sql
1121,powerbi
1121,tableau
1121,azure
1122,python
1122,sql
1122,r
1123,machine_learning
1124,powerbi
1124,tableau
1125,machine_learning
1126,python
1126,sql
1126,powerbi
1126,machine_learning
1127,excel
1128,sql
1129,python
1129,sql
1129,machine_learning
1130,python
1130,sql
1130,machine_learning
1131,python
1131,sql
1131,machine_learning
1132,sql
1132,powerbi
1132,tableau
1132,aws
1133,python
1133,sql
1133,powerbi
1133,excel
1133,tableau
1134,python
1134,sql
1134,machine_learning
1135,python
1135,sql
1135,powerbi
1135,tableau
1136,sql
1136,excel
1137,excel
1138,excel
1139,machine_learning
1140,sql
1141,python
1141,sql
1141,powerbi
1142,powerbi
1142,azure
1143,python
1143,sql
1143,aws
1144,python
1145,python
1145,sql
1146,python
1146,sql
1146,excel
1146,tableau
1147,excel
1148,excel
1149,excel
1150,python
1150,sql
1151,python
1151,sql
1151,powerbi
1151,excel
1151,r
1152,sql
1152,powerbi
1152,excel
1152,tableau
1153,python
1153,sql
1154,excel
1155,python
1155,r
1156,python
1156,sql
1156,r
1156,machine_learning
1157,python
1157,sql
1157,excel
1158,python
1158,sql
1158,powerbi
1158,tableau
1158,machine_learning
1159,powerbi
1159,excel
1160,sql
1160,excel
1161,sql
1161,excel
1161,tableau
1162,sql
1163,python
1163,sql
1163,powerbi
1163,tableau
1163,machine_learning
1164,python
1164,sql
1165,sql
1166,python
1166,sql
1166,tableau
1166,machine_learning
1167,python
1168,sql
1168,tableau
1169,python
1169,sql
1169,powerbi
1169,tableau
1170,excel
1171,python
1171,machine_learning
1172,sql
1172,powerbi
1172,tableau
1173,python
1173,sql
1173,tableau
1174,sql
1174,powerbi
1174,excel
1175,python
1175,powerbi
1175,excel
1175,tableau
1176,python
1176,excel
1177,sql
1177,powerbi
1177,excel
1177,tableau
1178,python
1178,sql
1178,excel
1179,python
1179,sql
1179,excel
1179,tableau
1179,machine_learning
1180,python
1180,sql
1180,excel
1180,tableau
1181,excel
1181,tableau
1182,tableau
1183,python
1183,sql
1184,sql
1184,aws
1185,sql
1186,sql
1187,sql
1188,sql
1188,excel
1188,tableau
1189,python
1189,sql
1189,powerbi
1189,excel
1189,tableau
1189,r
1189,machine_learning
1190,python
1190,sql
1190,powerbi
1190,excel
1190,tableau
1191,sql
1192,azure
1193,python
1193,sql
1193,tableau
1193,machine_learning
1194,excel
1195,sql
1195,powerbi
1195,tableau
1196,powerbi
1196,tableau
1197,python
1197,sql
1197,powerbi
1197,excel
1197,tableau
1198,powerbi
1198,excel
1199,excel
1200,sql
1200,powerbi
1201,python
1201,sql
1201,excel
1202,machine_learning
1203,aws
1204,python
1204,sql
1205,excel
1206,python
1206,excel
1206,azure
1206,aws
1207,sql
1207,excel
1208,python
1208,sql
1208,tableau
1209,sql
1210,sql
1210,powerbi
1211,sql
1211,powerbi
1211,excel
1211,tableau
1212,excel
1213,python
1213,r
1214,powerbi
1215,sql
1216,sql
1217,python
1217,sql
1217,powerbi
1217,excel
1218,python
1218,machine_learning
1219,sql
1219,powerbi
1219,tableau
1220,excel
1221,excel
1222,powerbi
1222,tableau
1223,python
1223,sql
1223,tableau
1224,python
1224,sql
1224,tableau
1224,aws
1225,sql
1226,sql
1226,tableau
1227,python
1228,sql
1228,powerbi
1229,python
1229,sql
1229,powerbi
1230,sql
1230,excel
1231,python
1231,sql
1231,machine_learning
1232,excel
1233,powerbi
1233,tableau
1234,sql
1234,excel
1234,tableau
1235,python
1235,sql
1235,tableau
1236,sql
1236,excel
1237,python
1237,sql
1237,tableau
1238,python
1238,sql
1238,tableau
1239,python
1239,sql
1239,excel
1240,python
1240,sql
1240,tableau
1241,python
1241,sql
1241,excel
1241,tableau
1242,python
1242,sql
1242,powerbi
1242,tableau
1243,sql
1244,excel
1245,sql
1245,tableau
1246,python
1246,sql
1246,tableau
1247,python
1247,sql
1247,powerbi
1247,excel
1247,tableau
1248,sql
1248,powerbi
1248,excel
1249,python
1249,sql
1249,powerbi
1249,tableau
1249,aws
1250,python
1250,sql
1250,powerbi
1250,excel
1250,tableau
1250,r
1251,python
1251,sql
1251,excel
1252,excel
1253,powerbi
1253,tableau
1254,sql
1254,excel
1255,sql
1255,excel
1256,excel
1257,python
1257,sql
1257,machine_learning
1258,sql
1258,tableau
1259,python
1259,sql
1259,tableau
1260,sql
1260,excel
1261,python
1261,sql
1262,powerbi
1262,excel
1263,sql
1263,excel
1263,tableau
1263,machine_learning
1264,excel
1265,python
1265,sql
1265,tableau
1265,aws
1266,python
1266,sql
1267,sql
1267,excel
1268,sql
1268,tableau
1269,sql
1269,tableau
1270,python
1270,sql
1270,aws
1271,python
1271,sql
1271,aws
1272,sql
1272,excel
1273,python
1273,sql
1273,powerbi
1273,tableau
1274,python
1274,sql
1274,tableau
1274,azure
1275,aws
1276,python
1276,sql
1276,powerbi
1276,excel
1276,tableau
1277,sql
1277,excel
1278,excel
1278,r
1279,sql
1279,powerbi
1279,excel
1279,tableau
1280,python
1280,sql
1280,powerbi
1280,tableau
1280,machine_learning
1281,aws
1282,machine_learning
1282,aws
1283,python
1283,machine_learning
1284,powerbi
1284,excel
1285,python
1285,sql
1285,powerbi
1285,excel
1285,r
1285,machine_learning
1285,aws
1286,python
1286,sql
1286,powerbi
1286,excel
1286,tableau
1287,excel
1288,python
1288,sql
1288,powerbi
1288,excel
1288,tableau
1289,python
1289,sql
1289,powerbi
1289,tableau
1290,python
1290,sql
1290,powerbi
1290,excel
1290,tableau
1291,python
1291,sql
1291,machine_learning
1292,sql
1292,tableau
1293,sql
1293,powerbi
1294,sql
1295,python
1295,sql
1295,excel
1295,machine_learning
1296,excel
1297,sql
1297,powerbi
1297,excel
1297,tableau
1298,r
1299,excel
1300,python
1300,sql
1300,excel
1301,powerbi
1301,excel
1302,sql
1302,excel
1302,tableau
1303,excel
1304,python
1304,sql
1304,powerbi
1304,tableau
1304,r
1305,python
1305,sql
1305,machine_learning
1306,excel
1307,python
1307,excel
1308,sql
1308,excel
1309,sql
1309,powerbi
1310,python
1310,sql
1310,powerbi
1310,excel
1310,tableau
1311,sql
1311,azure
1311,aws
1312,python
1312,azure
1312,machine_learning
1312,aws
1313,python
1313,sql
1314,python
1314,azure
1314,aws
1315,powerbi
1315,tableau
1316,sql
1316,powerbi
1316,tableau
1317,python
1317,sql
1317,powerbi
1317,tableau
1317,azure
1317,machine_learning
1317,aws
1318,python
1318,sql
1318,powerbi
1318,tableau
1318,azure
1318,aws
1319,sql
1319,powerbi
1319,excel
1320,excel
1321,python
1321,tableau
1321,machine_learning
1321,aws
1322,sql
1322,machine_learning
1323,sql
1323,excel
1324,sql
1324,powerbi
1324,tableau
1324,azure
1325,powerbi
1326,python
1326,sql
1326,excel
1326,machine_learning
1327,python
1327,machine_learning
1328,python
1328,excel
1328,r
1329,python
1329,sql
1329,tableau
1330,python
1330,sql
1330,powerbi
1330,excel
1330,machine_learning
1331,python
1331,powerbi
1331,excel
1331,tableau
1332,powerbi
1332,excel
1332,tableau
1332,azure
1332,aws
1333,sql
1334,python
1334,sql
1335,python
1335,sql
1335,machine_learning
1336,python
1336,sql
1336,powerbi
1336,excel
1336,tableau
1336,azure
1336,machine_learning
1336,aws
1337,powerbi
1338,sql
1338,powerbi
1338,excel
1339,python
1339,sql
1339,powerbi
1339,machine_learning
1340,python
1340,sql
1340,powerbi
1340,excel
1340,tableau
1340,r
1341,python
1341,sql
1341,excel
1341,tableau
1341,azure
1341,r
1341,machine_learning
1341,aws
1342,python
1342,azure
1343,tableau
1343,machine_learning
1344,python
1344,sql
1344,machine_learning
1344,aws
1345,azure
1345,machine_learning
1345,aws
1346,sql
1346,excel
1347,excel
1348,python
1348,sql
1348,powerbi
1348,tableau
1349,python
1350,machine_learning
1351,python
1351,powerbi
1351,tableau
1351,machine_learning
1352,excel
1353,machine_learning
1354,python
1354,sql
1354,azure
1354,aws
1355,sql
1355,powerbi
1355,tableau
1356,sql
1356,azure
1357,python
1357,aws
1358,python
1358,sql
1358,machine_learning
1359,tableau
1360,sql
1360,powerbi
1360,tableau
1360,azure
1361,python
1361,sql
1361,powerbi
1361,azure
1361,machine_learning
1362,powerbi
1362,tableau
1363,sql
1364,machine_learning
1365,python
1365,sql
1365,azure
1366,python
1366,sql
1367,powerbi
1368,aws
1369,sql
1369,powerbi
1369,excel
1370,powerbi
1370,excel
1371,excel
1371,tableau
1372,python
1372,sql
1373,sql
1373,powerbi
1373,azure
1374,python
1374,sql
1374,tableau
1374,aws
1375,machine_learning
1375,aws
1376,sql
1376,tableau
1377,sql
1377,machine_learning
1378,python
1378,sql
1378,aws
1379,python
1379,sql
1379,tableau
1380,python
1381,python
1382,python
1382,sql
1382,tableau
1382,machine_learning
1383,python
1383,sql
1383,tableau
1384,python
1384,sql
1384,powerbi
1384,excel
1384,tableau
1384,machine_learning
1385,python
1385,powerbi
1385,azure
1385,machine_learning
1386,python
1386,sql
1386,powerbi
1386,machine_learning
1387,python
1387,machine_learning
1388,python
1388,sql
1388,machine_learning
1388,aws
1389,python
1389,sql
1389,tableau
1389,machine_learning
1389,aws
1390,sql
1391,python
1391,tableau
1391,machine_learning
1391,aws
1392,excel
1393,excel
1394,python
1394,sql
1394,powerbi
1394,tableau
1394,r
1395,sql
1395,tableau
1395,machine_learning
1396,python
1396,sql
1396,azure
1396,machine_learning
1397,python
1397,sql
1397,tableau
1398,python
1398,sql
1398,machine_learning
1399,python
1399,sql
1399,excel
1399,aws
1400,machine_learning
1401,python
1402,sql
1403,machine_learning
1404,python
1404,sql
1404,tableau
1405,sql
1405,excel
1405,azure
1406,sql
1407,python
1407,sql
1407,excel
1407,tableau
1408,python
1408,sql
1408,powerbi
1408,tableau
1408,azure
1408,aws
1409,python
1409,sql
1409,powerbi
1409,excel
1409,tableau
1410,excel
1411,python
1411,sql
1411,excel
1411,tableau
1411,r
1411,machine_learning
1412,python
1412,sql
1412,powerbi
1412,excel
1412,tableau
1413,excel
1414,sql
1414,powerbi
1414,excel
1414,tableau
1414,azure
1415,excel
1416,excel
1417,sql
1418,sql
1419,python
1419,sql
1419,azure
1419,aws
1420,sql
1420,powerbi
1420,excel
1421,python
1421,sql
1421,aws
1422,python
1422,sql
1422,tableau
1423,python
1423,sql
1423,powerbi
1423,tableau
1424,sql
1425,sql
1425,powerbi
1425,aws
1426,powerbi
1426,excel
1427,excel
1428,python
1428,sql
1429,tableau
1429,aws
1430,powerbi
1431,python
1431,sql
1431,powerbi
1431,excel
1432,python
1432,sql
1432,powerbi
1433,machine_learning
1434,excel
1435,powerbi
1435,excel
1436,powerbi
1436,tableau
1437,python
1437,sql
1437,excel
1438,excel
1439,python
1439,sql
1439,excel
1440,sql
1440,tableau
1441,sql
1442,python
1442,powerbi
1442,tableau
1443,powerbi
1444,excel
1445,excel
1446,python
1446,aws
1447,tableau
1448,python
1448,sql
1448,powerbi
1448,excel
1448,tableau
1449,sql
1449,tableau
1450,sql
1451,powerbi
1452,excel
1453,sql
1453,tableau
1454,excel
1455,sql
1456,powerbi
1456,tableau
1457,sql
1457,powerbi
1458,python
1458,sql
1458,excel
1459,excel
1460,python
1461,python
1461,excel
1461,tableau
1462,sql
1462,powerbi
1462,azure
1463,azure
1464,python
1464,sql
1464,aws
1465,powerbi
1465,excel
1466,sql
1466,powerbi
1466,excel
1466,azure
1467,machine_learning
1468,python
1468,sql
1468,powerbi
1468,excel
1468,tableau
1468,r
1469,sql
1469,powerbi
1469,excel
1470,python
1470,sql
1470,azure
1470,aws
1471,python
1471,sql
1471,powerbi
1471,excel
1471,tableau
1472,python
1472,sql
1472,tableau
1473,excel
1474,python
1474,sql
1475,sql
1475,excel
1476,excel
1477,sql
1478,machine_learning
1479,python
1479,sql
1479,tableau
1479,machine_learning
1479,aws
1480,python
1480,sql
1480,powerbi
1481,powerbi
1481,tableau
1482,sql
1482,excel
1482,tableau
1483,python
1483,machine_learning
1484,excel
1485,sql
1485,excel
1486,python
1486,machine_learning
1487,machine_learning
1488,python
1488,sql
1488,tableau
1488,aws
1489,python
1489,tableau
1489,machine_learning
1490,python
1490,azure
1490,machine_learning
1491,azure
1491,machine_learning
1491,aws
1492,sql
1492,powerbi
1492,tableau
1492,azure
1493,python
1493,sql
1493,excel
1494,sql
1494,powerbi
1494,tableau
1495,sql
1495,powerbi
1495,excel
1495,tableau
1496,sql
1497,python
1497,sql
1498,python
1498,sql
1498,azure
1498,machine_learning
1498,aws
1499,sql
1500,python
1500,sql
1501,machine_learning
1502,python
1502,sql
1502,tableau
1503,python
1503,sql
1503,excel
1503,machine_learning
1504,sql
1504,excel
1505,excel
1506,machine_learning
1507,python
1507,sql
1507,powerbi
1507,tableau
1507,machine_learning
1508,python
1508,sql
1508,machine_learning
1509,python
1509,sql
1509,powerbi
1509,excel
1509,tableau
1510,sql
1510,powerbi
1510,excel
1511,sql
1511,powerbi
1511,excel
1512,sql
1512,powerbi
1512,excel
1513,sql
1513,powerbi
1513,excel
1514,sql
1514,powerbi
1514,excel
1515,sql
1515,powerbi
1515,excel
1516,sql
1516,powerbi
1516,excel
1517,sql
1517,powerbi
1517,excel
1518,sql
1518,tableau
1519,sql
1519,excel
1520,python
1520,sql
1520,powerbi
1520,excel
1520,tableau
1520,aws
1521,python
1521,sql
1521,excel
1522,python
1522,sql
1522,excel
1523,sql
1523,powerbi
1523,tableau
1524,powerbi
1525,sql
1526,powerbi
1526,excel
1526,tableau
1527,python
1527,sql
1527,powerbi
1527,excel
1527,azure
1527,r
1527,aws
1528,sql
1528,excel
1529,sql
1529,excel
1529,tableau
1530,sql
1530,tableau
1531,sql
1532,machine_learning
1533,sql
1533,tableau
1534,excel
1535,python
1535,sql
1535,powerbi
1535,tableau
1535,machine_learning
1536,python
1536,powerbi
1536,excel
1537,sql
1537,powerbi
1537,azure
1538,python
1538,sql
1538,tableau
1538,r
1539,python
1539,sql
1539,excel
1539,machine_learning
1540,python
1540,powerbi
1540,excel
1540,tableau
1540,machine_learning
1541,powerbi
1541,excel
1542,excel
1543,python
1543,sql
1543,powerbi
1543,excel
1544,sql
1544,powerbi
1544,azure
1545,python
1545,sql
1545,powerbi
1545,tableau
1545,azure
1545,r
1546,powerbi
1546,excel
1547,python
1547,sql
1547,powerbi
1547,tableau
1547,azure
1547,aws
1548,python
1548,powerbi
1548,excel
1548,tableau
1549,python
1549,sql
1549,tableau
1550,python
1550,sql
1550,tableau
1551,python
1551,sql
1552,excel
1553,python
1553,sql
1554,python
1554,sql
1554,excel
1555,excel
1556,sql
1556,tableau
1557,sql
1557,excel
1557,machine_learning
1558,python
1558,sql
1558,machine_learning
1559,python
1559,sql
1559,powerbi
1559,azure
1560,python
1560,sql
1560,tableau
1561,python
1561,sql
1561,excel
1561,tableau
1561,aws
1562,powerbi
1562,tableau
1563,sql
1563,powerbi
1563,excel
1563,azure
1564,python
1564,sql
1565,aws
1566,powerbi
1566,excel
1566,tableau
1567,python
1567,sql
1567,tableau
1568,python
1568,sql
1568,tableau
1568,aws
1569,python
1569,sql
1569,powerbi
1569,excel
1569,tableau
1570,sql
1570,excel
1570,tableau
1571,sql
1572,python
1572,sql
1573,python
1573,sql
1573,powerbi
1573,tableau
1573,azure
1573,r
1573,aws
1574,excel
1575,python
1575,sql
1576,excel
1577,python
1577,sql
1577,powerbi
1577,tableau
1577,azure
1577,aws
1578,python
1578,sql
1578,machine_learning
1579,sql
1579,excel
1579,tableau
1580,python
1580,sql
1580,aws
1581,powerbi
1581,excel
1582,python
1582,sql
1582,powerbi
1582,tableau
1582,azure
1583,azure
1583,machine_learning
1583,aws
1584,python
1584,sql
1584,machine_learning
1585,python
1585,sql
1586,sql
1586,powerbi
1586,excel
1587,python
1587,sql
1587,tableau
1587,machine_learning
1588,python
1588,sql
1588,tableau
1588,r
1589,python
1589,sql
1589,tableau
1590,python
1590,sql
1591,sql
1591,excel
1591,tableau
1592,python
1592,sql
1593,excel
1594,python
1594,sql
1594,powerbi
1594,tableau
1594,azure
1594,machine_learning
1594,aws
1595,excel
1596,python
1596,sql
1596,tableau
1597,sql
1597,tableau
1598,powerbi
1598,excel
1598,azure
1598,aws
1599,python
1599,machine_learning
1600,python
1600,sql
1600,machine_learning
1601,python
1601,sql
1601,excel
1602,sql
1602,powerbi
1602,excel
1602,tableau
1603,excel
1604,sql
1604,excel
1605,python
1605,tableau
1605,machine_learning
1606,excel
1607,python
1607,sql
1607,powerbi
1607,r
1607,machine_learning
1608,sql
1608,excel
1608,tableau
1609,sql
1610,python
1610,sql
1610,powerbi
1610,tableau
1610,r
1610,machine_learning
1611,python
1612,python
1612,sql
1613,tableau
1614,sql
1614,powerbi
1614,excel
1615,python
1615,sql
1616,excel
1617,excel
1618,sql
1618,aws
1619,r
1620,powerbi
1621,python
1621,sql
1621,powerbi
1621,excel
1621,tableau
1622,python
1622,excel
1623,sql
1623,powerbi
1623,excel
1624,powerbi
1625,python
1626,python
1626,sql
1626,powerbi
1626,excel
1626,tableau
1626,machine_learning
1627,excel
1628,powerbi
1628,tableau
1629,powerbi
1630,excel
1631,sql
1631,powerbi
1631,tableau
1632,python
1632,sql
1633,python
1633,sql
1633,powerbi
1633,tableau
1634,python
1634,sql
1634,powerbi
1634,excel
1634,tableau
1635,powerbi
1636,excel
1637,python
1637,sql
1637,powerbi
1637,tableau
1638,sql
1638,tableau
1639,python
1639,sql
1639,aws
1640,sql
1640,excel
1641,sql
1641,azure
1642,excel
1642,tableau
1643,sql
1644,python
1644,tableau
1644,machine_learning
1645,sql
1645,powerbi
1646,python
1646,sql
1646,tableau
1647,powerbi
1647,excel
1648,powerbi
1648,tableau
1648,azure
1649,python
1649,sql
1650,sql
1650,excel
1650,tableau
1651,sql
1651,powerbi
1651,excel
1651,tableau
1652,python
1652,sql
1653,powerbi
1653,excel
1653,tableau
1654,sql
1655,sql
1656,python
1656,tableau
1657,tableau
1658,sql
1658,tableau
1659,python
1659,sql
1659,powerbi
1659,excel
1659,tableau
1660,sql
1660,powerbi
1660,excel
1661,python
1661,r
1662,python
1662,sql
1663,machine_learning
1664,machine_learning
1665,machine_learning
1666,machine_learning
1667,machine_learning
1668,python
1668,sql
1669,excel
1669,tableau
1670,python
1670,sql
1670,tableau
1671,sql
1671,excel
1671,tableau
1672,sql
1673,excel
1674,sql
1674,tableau
1675,python
1675,sql
1675,excel
1675,tableau
1676,python
1676,sql
1676,powerbi
1676,machine_learning
1677,sql
1678,powerbi
1678,excel
1679,sql
1680,sql
1680,excel
1680,tableau
1681,python
1681,sql
1681,powerbi
1681,excel
1681,tableau
1681,azure
1681,machine_learning
1681,aws
1682,python
1682,excel
1682,tableau
1683,excel
1684,python
1684,sql
1684,powerbi
1684,tableau
1685,sql
1685,excel
1686,python
1686,excel
1687,sql
1687,powerbi
1687,excel
1688,powerbi
1688,excel
1688,tableau
1689,sql
1689,powerbi
1689,tableau
1690,powerbi
1690,excel
1690,tableau
1691,powerbi
1691,excel
1692,powerbi
1693,powerbi
1694,python
1695,excel
1696,azure
1697,excel
1698,sql
1698,powerbi
1698,tableau
1699,excel
1700,excel
1701,powerbi
1702,sql
1702,tableau
1703,python
1703,sql
1703,excel
1704,excel
1705,sql
1706,tableau
1707,excel
1708,python
1708,sql
1708,powerbi
1708,excel
1708,azure
1709,azure
1710,python
1711,python
1711,sql
1711,tableau
1712,r
1713,python
1713,azure
1713,machine_learning
1713,aws
1714,python
1714,sql
1714,powerbi
1714,tableau
1715,machine_learning
1716,tableau
1717,sql
1717,powerbi
1717,excel
1718,excel
1718,r
1719,sql
1719,tableau
1720,sql
1721,python
1721,sql
1721,powerbi
1721,tableau
1721,machine_learning
1722,sql
1723,python
1724,excel
1725,powerbi
1726,excel
1727,sql
1728,excel
1729,python
1729,excel
1730,python
1731,sql
1731,tableau
1731,aws
1732,python
1732,sql
1733,python
1734,python
1734,sql
1734,powerbi
1734,excel
1734,tableau
1735,machine_learning
1736,excel
1737,sql
1737,tableau
1738,excel
1739,excel
1740,python
1740,sql
1740,powerbi
1740,excel
1741,python
1741,sql
1741,powerbi
1742,sql
1743,python
1743,sql
1743,excel
1743,tableau
1744,python
1744,sql
1744,excel
1744,tableau
1745,sql
1745,excel
1745,tableau
1746,python
1746,sql
1746,powerbi
1747,sql
1747,powerbi
1747,azure
1748,sql
1748,powerbi
1748,tableau
1749,powerbi
1749,excel
1750,sql
1751,sql
1751,powerbi
1752,python
1752,sql
1752,powerbi
1752,tableau
1753,python
1753,sql
1753,tableau
1754,sql
1754,excel
1755,powerbi
1755,excel
1756,python
1757,sql
1757,powerbi
1757,azure
1758,python
1758,sql
1758,machine_learning
1758,aws
1759,python
1759,sql
1760,python
1760,sql
1760,machine_learning
1761,python
1761,sql
1761,powerbi
1761,excel
1761,azure
1762,python
1762,sql
1762,machine_learning
1763,python
1763,sql
1763,powerbi
1763,r
1764,sql
1764,powerbi
1764,excel
1765,excel
1766,python
1766,sql
1766,powerbi
1766,excel
1766,tableau
1766,machine_learning
1767,excel
1768,excel
1769,excel
1770,python
1770,sql
1770,tableau
1771,excel
1772,python
1772,sql
1772,azure
1772,machine_learning
1773,sql
1773,powerbi
1773,azure
1774,python
1774,sql
1774,tableau
1774,machine_learning
1775,python
1775,sql
1776,sql
1776,tableau
1776,aws
1777,excel
1778,python
1778,sql
1779,python
1779,sql
1779,excel
1780,python
1780,sql
1780,excel
1780,tableau
1780,machine_learning
1781,sql
1781,powerbi
1782,python
1782,sql
1783,sql
1784,excel
1785,python
1785,sql
1786,powerbi
1786,excel
1787,sql
1787,excel
1788,python
1788,sql
1788,excel
1788,azure
1788,aws
1789,sql
1789,excel
1789,tableau
1790,python
1790,sql
1791,sql
1792,sql
1792,powerbi
1792,excel
1792,tableau
1793,python
1793,sql
1793,machine_learning
1794,python
1794,sql
1794,powerbi
1794,tableau
1795,sql
1795,powerbi
1796,powerbi
1796,tableau
1797,sql
1797,excel
1797,tableau
1798,tableau
1799,sql
1800,sql
1800,excel
1801,excel
1801,tableau
1802,sql
1802,powerbi
1802,tableau
1802,azure
1803,python
1803,sql
1803,r
1804,excel
1805,sql
1805,powerbi
1806,tableau
1807,sql
1807,tableau
1808,python
1808,sql
1808,excel
1809,sql
1809,excel
1809,tableau
1810,powerbi
1810,excel
1811,python
1811,sql
1811,tableau
1812,python
1812,sql
1812,excel
1812,tableau
1813,python
1813,sql
1813,powerbi
1813,tableau
1813,azure
1814,sql
1814,excel
1815,excel
1816,sql
1816,powerbi
1816,azure
1817,powerbi
1817,tableau
1818,python
1818,sql
1819,sql
1819,powerbi
1819,excel
1819,tableau
1820,python
1820,sql
1820,aws
1821,sql
1822,python
1822,sql
1823,python
1823,sql
1823,tableau
1823,r
1824,python
1824,sql
1824,powerbi
1824,tableau
1825,sql
1826,sql
1826,tableau
1827,python
1827,machine_learning
1828,python
1828,sql
1828,azure
1828,machine_learning
1829,excel
1830,excel
1831,python
1831,sql
1831,powerbi
1831,tableau
1831,azure
1831,machine_learning
1832,python
1832,sql
1832,powerbi
1832,excel
1833,python
1833,sql
1833,powerbi
1833,machine_learning
1834,python
1834,sql
1834,machine_learning
1835,python
1835,sql
1835,powerbi
1835,excel
1835,tableau
1836,sql
1836,machine_learning
1837,python
1837,sql
1837,tableau
1838,powerbi
1838,excel
1838,tableau
1839,powerbi
1839,excel
1839,tableau
1840,powerbi
1840,excel
1840,tableau
1841,excel
1842,excel
1843,sql
1843,azure
1844,tableau
1845,tableau
1846,sql
1847,sql
1848,excel
1849,python
1849,sql
1849,aws
1850,sql
1850,tableau
1851,sql
1851,powerbi
1851,excel
1851,tableau
1852,sql
1852,powerbi
1852,excel
1852,tableau
1853,python
1853,sql
1853,tableau
1854,excel
1855,sql
1855,powerbi
1855,excel
1856,sql
1856,excel
1857,python
1857,sql
1857,excel
1857,azure
1857,aws
1858,python
1858,sql
1858,excel
1859,powerbi
1859,excel
